name,owner,stars,age_days,merged_pull_requests,releases,update_frequency_days,primary_language,closed_issues_ratio,health_index
anything-llm,Mintplex-Labs,65104,1176,1573,34,1,JavaScript,0.9205968558486544,0.43506206166108463
claude-code-best-practice,shanraisshan,64899,296,48,0,0,HTML,0.9230769230769232,0.2503320209674639
nocodb,nocodb,64671,3219,6494,199,0,TypeScript,0.916298633017876,0.5322959760096434
get-shit-done,gsd-build,64657,252,1202,78,83,JavaScript,1.0,0.4167576874073893
Mole,tw93,64644,334,339,62,0,Shell,0.9988938053097344,0.2696735435538782
traefik,traefik,64545,3996,5528,553,2,Go,0.8979950241475194,0.4541611448528429
warp,warpdotdev,64466,1871,2217,56,0,Rust,0.6467983022697915,0.2811034845751251
nerd-fonts,ryanoasis,64364,4279,610,40,1,CSS,0.9879101899827288,0.3835747635350183
keras,keras-team,64248,4166,5216,93,1,Python,0.9892848823666434,0.5494232602573066
scrapy,scrapy,64009,6026,2837,53,0,Python,0.9251968503937008,0.586342939307155
rustlings,rust-lang,63928,3995,952,46,1,Rust,0.9688311688311688,0.37475605853514427
mem0,mem0ai,63879,1160,2524,381,0,Python,0.8796778777830412,0.484564353435204
daily_stock_analysis,ZhuLinsen,63699,225,684,35,0,Python,0.9525547445255474,0.4081877438327469
FFmpeg,FFmpeg,63553,5610,0,0,0,C,,0.35246010417703466
MediaCrawler,NanmiCoder,63539,1171,142,0,9,Python,0.744408945686901,0.40680286783053454
openpilot,commaai,63475,3559,13304,63,0,Python,0.9743047158403868,0.5447717707646695
tldr,tldr-pages,63458,4641,19535,6,0,Markdown,0.87109375,0.4224099699857407
system_prompts_leaks,asgeirtj,63406,477,32,0,1,JavaScript,0.6935483870967742,0.3807998351167793
socket.io,socketio,63195,6008,450,98,30,TypeScript,0.9549795361527968,0.5881804155492478
ai-hedge-fund,virattt,63008,632,53,11,16,Python,0.8136200716845878,0.3992051337483726
resume.github.com,resume,62888,5677,84,0,1285,JavaScript,0.5114503816793893,0.43803887607943176
git,git,62765,6605,4,0,2,C,,0.3853465731232298
drawio-desktop,jgraph,62758,3376,44,189,1,JavaScript,0.9983388704318936,0.5287230290877956
memos,usememos,62463,1719,2086,96,0,Go,0.9921234000656384,0.31961570814864326
nanoGPT,karpathy,62426,1334,45,0,283,Python,0.3168044077134986,0.3484237445444123
pathway,pathwaycom,62398,1365,30,89,0,Python,0.8304093567251462,0.4355310650010394
Magisk,topjohnwu,62381,3636,1725,156,0,Kotlin,0.994558645707376,0.3852483450900016
leetcode-master,youngyangyang04,62248,2444,2311,0,20,Shell,0.2419928825622775,0.24501452010918137
astro,withastro,61971,1987,9253,1000,0,TypeScript,0.9971054235222424,0.6310661149026203
impeccable,pbakaus,61835,280,277,45,0,JavaScript,0.7983539094650206,0.393661174018803
awesome-chatgpt-prompts-zh,PlexPt,61767,1350,33,0,117,,0.6078431372549019,0.2829506836655643
TrendRadar,sansan0,61690,482,2,0,37,Python,0.9274193548387096,0.403984021255588
redux,reduxjs,61508,4103,1767,78,3,TypeScript,0.9807507218479308,0.5359167993143089
v2rayNG,2dust,61502,2657,673,308,0,Kotlin,0.9970573810691516,0.376545453843251
sway,FuelLabs,61488,2041,3716,189,0,Rust,0.7347000301477239,0.3192615941435091
minio,minio,61382,4238,9882,521,120,Go,0.994419784400761,0.47032671173493446
lodash,lodash,61292,5251,644,4,50,JavaScript,0.9876203576341128,0.5542552131001834
GPT-SoVITS,RVC-Boss,61157,951,367,4,5,Python,0.6136919315403423,0.3874767846310051
context7,upstash,61108,514,484,106,2,TypeScript,0.989782318969347,0.43089032568240043
winutil,ChrisTitusTech,61087,1578,1471,46,3,PowerShell,0.9932829554995802,0.30636239339984955
up,byoungd,61018,3372,31,0,0,JavaScript,0.7727272727272727,0.47587009885904435
Pake,tw93,61004,1409,164,51,0,Rust,1.0,0.2998197378170968
awesome-flutter,Solido,60983,3395,452,0,123,Dart,,0.27183476831497605
chinese-independent-developer,1c7,60929,3258,757,0,1,Python,0.9945054945054944,0.4981567396771552
coolify,coollabsio,60921,2035,2806,693,0,PHP,0.8716148445336008,0.40730011731780075
ultralytics,ultralytics,60889,1442,5484,454,0,Python,0.9968977819140684,0.5237676741481069
Front-end-Developer-Interview-Questions,h5bp,60869,5308,485,0,67,Nunjucks,0.772972972972973,0.38070774931506723
architect-awesome,xingshaocheng,60843,3061,49,0,864,,0.323943661971831,0.25326421951774036
pocketbase,pocketbase,60781,1510,55,286,0,Go,0.990686274509804,0.3368144906027695
nuxt,nuxt,60781,3588,8321,291,0,TypeScript,0.978902229845626,0.5683008215820742
atom,atom,60778,5328,3937,538,1328,JavaScript,0.9437788557068552,0.5617777009054679
autogen,microsoft,60589,1101,2537,98,130,Python,0.8186545336366591,0.42583778379372034
pi-hole,pi-hole,60562,4459,2239,126,1,Shell,0.9930092151255164,0.4063354368734998
marktext,marktext,60468,3206,1371,47,27,TypeScript,0.8180503326583743,0.4844542765185883
markdown-here,adam-p,60248,5215,27,17,366,JavaScript,0.525984251968504,0.4843794612159225
bat,sharkdp,60238,3046,1665,43,12,Rust,0.7998772252915899,0.32873677012993263
spring-framework,spring-projects,60211,5737,945,365,1,Java,0.9873042742276766,0.6266036353936986
Real-Time-Voice-Cloning,CorentinJ,60104,2646,51,0,167,Python,0.8493761140819964,0.45233071275567927
ghostty,ghostty-org,60103,1607,4522,1,0,Zig,0.9392999556933984,0.3021886050453926
jquery,jquery,59770,6351,903,13,3,JavaScript,0.9694943585457584,0.5899866408319847
termux-app,termux,59635,3957,178,95,39,Java,0.8420050761421319,0.5130566039774984
shadowsocks-windows,shadowsocks,59573,4969,290,55,599,C#,0.935251798561151,0.5134193135426948
llama,meta-llama,59570,1286,54,0,573,Python,0.5797872340425532,0.3577503725959604
starship,starship,59550,2700,3206,141,0,Rust,0.7038404726735599,0.32716813569565684
mkcert,FiloSottile,59489,2981,53,14,740,Go,0.6740947075208914,0.2604613277192821
rclone,rclone,59329,4543,2494,131,2,Go,0.841126031386507,0.3937132746806924
last30days-skill,mvanhorn,59076,211,472,41,1,Python,0.6516393442622951,0.37553486958353793
meilisearch,meilisearch,59061,3044,2532,330,9,Rust,0.9014141414141414,0.38499143301709016
penpot,penpot,59060,3889,6943,85,0,Clojure,0.7869372225745086,0.3722882583013933
llm-app,pathwaycom,59003,1131,50,0,48,Jupyter Notebook,0.75,0.253608403660995
awesome-rust,rust-unofficial,58948,4420,1921,0,1,Rust,0.9533333333333334,0.3812096272149648
rails,rails,58704,6708,26876,168,0,Ruby,0.9738971967626092,0.5372832832671288
github-cheat-sheet,tiimgreen,58679,4516,129,0,859,,0.6363636363636364,0.34473616018451175
zustand,pmndrs,58596,2693,929,105,4,TypeScript,0.9971305595408896,0.4975521828806844
mempalace,MemPalace,58573,140,633,15,1,Python,0.5786864931846345,0.36200951073632137
angular.js,angular,58534,6073,790,0,862,JavaScript,0.9569356802834053,0.5256190642867978
OpenManus,FoundationAgents,58050,535,116,3,1,Python,0.6312997347480106,0.3764487009284313
yolov5,ultralytics,57919,2288,2321,10,2,Python,0.9967174925878864,0.4746483219341404
html5-boilerplate,h5bp,57603,6054,846,34,2,JavaScript,0.9948755490483162,0.5869382339551082
DeepLearning-500-questions,scutan90,57562,2979,302,0,788,JavaScript,0.421875,0.3786777434504091
gitea,go-gitea,57557,3582,19793,235,0,Go,0.8530517608722897,0.4238093777581804
crewAI,crewAIInc,57508,1031,2135,231,1,Python,0.947318908748824,0.46453125454680255
faceswap,deepfakes,57488,3169,370,5,18,Python,0.988998899889989,0.4936800324613272
plane,makeplane,57475,1373,6447,64,0,TypeScript,0.58125,0.4205562728374503
private-gpt,zylon-ai,57458,1209,312,14,2,Python,0.9991935483870968,0.4384457736853955
nanochat,karpathy,57443,314,84,0,20,Python,0.841726618705036,0.39093161055161774
strix,usestrix,57348,382,375,26,1,Python,0.5876923076923077,0.3712369660559244
awesome-android-ui,wasabeef,57310,4260,91,0,79,,0.811965811965812,0.41405818722859167
remotion,remotion-dev,57165,2251,6214,674,0,TypeScript,0.9553117473909551,0.5781871698979222
rich,Textualize,57132,2478,869,177,61,Python,0.8435863874345549,0.48168990809589124
appwrite,appwrite,57103,2694,5272,132,0,TypeScript,0.883772910147519,0.5000988456382492
litellm,BerriAI,57074,1123,14767,1000,0,Python,0.863880742913001,0.6041680474563145
fuel-core,FuelLabs,56890,2186,1657,130,0,Rust,0.8604651162790697,0.32337749212829203
you-get,soimort,56873,5116,582,123,29,Python,,0.5228301195967248
face_recognition,ageitgey,56682,3459,95,2,59,Python,0.4379985496736766,0.43909692133327444
react-router,remix-run,56573,4481,3653,344,1,TypeScript,0.9882044560943644,0.5925873624549893
project-layout,golang-standards,56487,3270,98,0,117,Makefile,0.3793103448275862,0.27326631340793567
n8n-workflows,Zie619,56236,466,34,1,60,Python,0.7547169811320755,0.3836403107017288
jellyfin,jellyfin,56094,2814,5637,112,0,C#,0.9570114942528736,0.5094885816989329
joplin,laurent22,56064,3505,6014,418,0,TypeScript,0.9264688067837674,0.5736271014493576
gatsby,gatsbyjs,55940,4111,18304,158,1,JavaScript,0.9845696489241224,0.5886293887050703
Win11Debloat,Raphire,55912,2125,133,37,0,PowerShell,0.9203084832904884,0.31040105067395896
leetcode,azl397985856,55758,3068,257,40,403,JavaScript,0.9612403100775194,0.46911415257930744
first-contributions,firstcontributions,55637,3624,103516,0,0,,0.9887862796833772,0.7137639821580398
typst,typst,55596,2524,2495,30,2,Rust,0.7296576256113828,0.3062171573047265
twenty,twentyhq,55388,1361,14219,102,0,TypeScript,0.9829396325459318,0.48813441759471377
Flowise,FlowiseAI,55385,1241,1820,85,10,TypeScript,0.7381219603441825,0.42495414971183154
gpt-engineer,AntonOsika,55124,1212,351,21,466,Python,0.9363817097415508,0.4045324320677227
PowerShell,PowerShell,55076,3874,8471,214,2,C#,0.9049339921823144,0.5575267217562684
Ghost,TryGhost,55045,4859,18488,1000,0,JavaScript,0.9957702278619184,0.738981892575553
powerlevel10k,romkatv,54959,2736,170,33,8,Shell,0.9511450381679388,0.33098265387166004
trackerslist,ngosang,54956,3773,1,0,0,,0.979591836734694,0.42371290368819303
minimind,jingyaogong,54943,757,12,2,2,Python,0.9589905362776026,0.41807435593183806
segment-anything,facebookresearch,54743,1249,16,0,703,Jupyter Notebook,0.2534818941504178,0.16330165850119796
ImHex,WerWolv,54544,2112,784,82,0,C++,0.7842424242424243,0.30361152972764094
dive,wagoodman,54484,3024,164,28,251,Go,0.5493333333333333,0.280490870036838
ChatGPT,lencx,54454,1355,123,34,723,Rust,0.29140625,0.17470695557432478
Motrix,agalwood,54397,2805,259,32,0,TypeScript,0.916189111747851,0.4798141670954898
maybe,maybe-finance,54314,964,1073,28,394,Ruby,,0.17911575815714978
requests,psf,54252,5669,1697,19,5,Python,0.9647735442127966,0.5718068969643852
core,vuejs,54235,2994,4069,293,1,TypeScript,0.9082990961380444,0.532894248718009
element,ElemeFE,54058,3641,3228,145,733,Vue,0.8522161980884243,0.32718863877703525
odoo,odoo,53883,4485,6183,0,0,Python,0.8031261435516754,0.527250936599182
material-design-icons,google,53807,4336,50,16,9,,0.7421777221526908,0.4155824284968359
pdf.js,mozilla,53767,5598,9238,88,0,JavaScript,0.9653573118788452,0.5986176894426664
OmniRoute,diegosouzapw,53672,191,5864,279,0,TypeScript,0.9932813759742004,0.4606896450046784
freqtrade,freqtrade,53557,3384,6698,116,0,Python,0.995933521923621,0.5338827054319732
normalize.css,necolas,53519,5590,56,0,801,CSS,0.9092664092664092,0.3579930214398722
kotlin,JetBrains,53352,5304,3646,300,0,Kotlin,,0.40209159998357424
goose,aaif-goose,53309,729,5978,147,1,Rust,0.946865037194474,0.30214569830574045
chinese-poetry,chinese-poetry,53220,3642,138,1,67,JavaScript,0.4220183486238532,0.4422970884899087
awesome-ios,vsouza,53142,4427,2256,0,60,Swift,0.988,0.3823740543024139
VibeVoice,microsoft,53140,363,41,0,30,Python,0.48559670781893,0.35314344164731526
whisper.cpp,ggml-org,53119,1427,1038,40,1,C++,0.4562118126272912,0.2419141450810855
lx-music-desktop,lyswhut,52994,2566,102,113,0,TypeScript,0.5154028436018957,0.441079876669237
windows,dockur,52977,952,923,127,1,Shell,0.9845410628019324,0.29767302810383356
Docker-OSX,sickcodes,52876,2271,109,0,285,Shell,0.4212827988338192,0.23774010902123474
awesome-claude-code,hesreallyhim,52861,490,221,0,0,Python,0.5539883268482491,0.3666039133540668
ionic-framework,ionic-team,52626,4750,6806,950,1,TypeScript,0.9745022074060726,0.6976516697398463
lazydocker,jesseduffield,52584,2654,195,47,126,Go,0.5217391304347826,0.27701919831405536
Fooocus,lllyasviel,52498,1109,448,21,264,Python,0.8519184652278178,0.4048936298470467
prettier,prettier,52209,3554,10248,144,0,JavaScript,0.8414084891497202,0.5350114090583016
BMAD-METHOD,bmad-code-org,52188,497,842,39,1,JavaScript,0.904452690166976,0.41202498192463716
grok-1,xai-org,52164,889,5,0,723,Python,,0.31342618162973035
etcd,etcd-io,52158,4795,10620,292,2,Go,0.9841335540838853,0.4604875890295874
awesome-openclaw-skills,VoltAgent,52133,210,153,0,0,,1.0,0.30157816472393295
claude-cookbooks,anthropics,52038,1103,198,0,3,Jupyter Notebook,0.6448598130841121,0.2445021469164309
guava,google,51888,4469,1443,60,2,Java,0.8316076294277929,0.5272854285831923
llama_index,run-llama,51819,1390,7948,433,3,Python,0.975206611570248,0.5224852644747435
open-source-ios-apps,dkhamsing,51818,4226,1718,37,0,,1.0,0.45363228460918176
expo,expo,51771,3660,23916,0,0,TypeScript,0.9850808122668876,0.5651325548077618
orca,stablyai,51684,159,7958,936,0,TypeScript,0.5145188384929206,0.5115349311430851
100-Days-Of-ML-Code,Avik-Jain,51671,2971,6,0,968,,,0.23904578631662174
jekyll,jekyll,51649,6516,3205,112,19,Ruby,0.9736735520453624,0.4647976411165294
dbeaver,dbeaver,51516,3959,7379,254,0,Java,0.842479773857101,0.5567916132356592
hiring-without-whiteboards,poteto,51468,3448,1335,0,78,JavaScript,,0.44568429428203543
professional-programming,charlax,51444,3942,44,0,39,Python,0.9696969696969696,0.5118524940064832
DefinitelyTyped,DefinitelyTyped,51387,5070,53503,1,0,TypeScript,0.9313870411431387,0.6730296653383308
go-ethereum,ethereum,51310,4623,9279,232,3,Go,0.9770642201834864,0.4422870327695438
voicebox,jamiepine,51199,210,147,25,14,TypeScript,0.2790697674418604,0.3312104450986975
wechat-miniapp-radar,justjavac,51186,3621,313,0,16,TypeScript,1.0,0.5076015558636927
Semantic-UI,Semantic-Org,51027,4884,356,154,633,JavaScript,0.8453393229584469,0.5140839100037691
cypress,cypress-io,50987,4190,8861,402,1,TypeScript,0.9344420187491974,0.5993583900920326
cherry-studio,CherryHQ,50953,821,5056,277,0,TypeScript,0.917583392476934,0.4690586416885777
fanqiang,bannedbook,50478,4239,3,3,2,Kotlin,0.6004784688995215,0.3333797386421709
json,nlohmann,50443,4798,1159,45,2,C++,0.984653670676068,0.4007343245084398
mastodon,mastodon,50246,3835,20671,361,0,Ruby,0.670049599389546,0.4325818440877667
query,TanStack,50185,2538,3855,1000,0,TypeScript,0.9799914857386122,0.6326302739965828
jadx,skylot,50168,4906,654,35,3,Java,0.7975460122699386,0.5309317254951091
open-source-mac-os-apps,serhii-londar,50141,3215,615,0,1,,0.9017094017094016,0.3958687810707846
alist,AlistGo,50082,2068,976,149,0,Go,0.8839226150767178,0.3235976904453437
bulma,jgthms,50055,3864,646,22,174,CSS,0.873546511627907,0.34562450896621133
dive-into-llms,Lordog,50010,867,11,1,317,Jupyter Notebook,0.6538461538461539,0.21894071274167715
pretext,chenglou,49991,168,7,0,61,TypeScript,0.5208333333333334,0.34915751986143134
tldraw,tldraw,49921,1932,5602,134,0,TypeScript,0.8335127377108001,0.47300416251929983
huginn,huginn,49844,4914,1179,1,1,Ruby,0.7204742362061104,0.36912086593454296
hacker-scripts,NARKOZ,49806,3927,63,0,1034,JavaScript,0.6415094339622641,0.4151433580270124
OpenMontage,calesthio,49721,147,110,0,0,Python,0.3875968992248062,0.3380889330694047
FlClash,chen08209,49691,1104,2,106,1,Dart,0.7441176470588236,0.27082143590512364
supervision,roboflow,49688,1364,1386,40,1,Python,0.9267399267399268,0.4417887919434246
PythonDataScienceHandbook,jakevdp,49680,3665,28,0,787,Jupyter Notebook,0.4,0.24619376538490523
chrome-devtools-mcp,ChromeDevTools,49603,346,1147,58,0,TypeScript,0.8582677165354331,0.4061662464828207
pandas,pandas-dev,49550,5843,29450,122,0,Python,0.909068567215532,0.6537560697516371
kubernetes-the-hard-way,kelseyhightower,49539,3699,73,0,500,,0.943310657596372,0.38075810921322834
terraform,hashicorp,49515,4545,13656,437,2,Go,0.9192569431671878,0.4750846436970181
ClickHouse,ClickHouse,49403,3734,69458,833,0,C++,0.8366965252485481,0.6362234889168812
container,apple,49293,449,735,20,2,Swift,0.6593785960874569,0.2309029926365273
ruff,astral-sh,49287,1475,16075,424,0,Rust,0.7940392536951781,0.37388010500848035
brew,Homebrew,49251,3822,15283,509,0,Ruby,1.0,0.47708477547639394
x64dbg,x64dbg,49241,4151,828,6,0,C++,0.7899375688578774,0.35381790506647237
Made-With-ML,GokuMohandas,49196,2848,147,1,171,Jupyter Notebook,0.7662337662337663,0.29950306643070246
julia,JuliaLang,49024,5603,27823,203,0,Julia,0.8621599908183175,0.49973447914872315
htmx,bigskysoftware,49002,2323,1192,32,0,JavaScript,0.6454022988505748,0.43837352791238954
metabase,metabase,48886,4219,46336,822,0,Clojure,0.853812077407321,0.59506587081338
awesome-java,akullpp,48826,4428,808,0,3,,1.0,0.4513977245652965
ppt-master,hugohe3,48773,256,32,22,1,Python,0.952,0.40546762935339065
tmux,tmux,48773,4098,37,44,0,C,0.9956605593056896,0.3782860802673778
upscayl,upscayl,48711,1485,106,29,3,TypeScript,0.949074074074074,0.44295505635517574
algorithm-visualizer,algorithm-visualizer,48691,3752,183,0,805,JavaScript,0.6111111111111112,0.42091021047211674
dayjs,iamkun,48667,3057,730,129,5,JavaScript,0.4761904761904761,0.4551090149925814
awesome-design-patterns,DovAmir,48665,3001,30,0,666,,0.3529411764705882,0.2690266715411749
LocalAI,mudler,48636,1253,6757,136,0,Go,0.9386236825790452,0.3171928230349502
spotube,KRTirtho,48624,2016,261,44,2,Dart,0.6180358829084042,0.27567467686035413
design-patterns-for-humans,nilbuild,48466,3474,50,0,629,,0.903846153846154,0.35849192471336333
type-challenges,type-challenges,48454,2222,600,0,99,TypeScript,0.1097701611821814,0.36511889778464884
CLIProxyAPI,router-for-me,48448,417,702,821,0,Go,0.9725923106204796,0.38403251410891737
aider,Aider-AI,48425,1201,288,93,93,Python,0.6923253150057274,0.41123296196243014
airi,moeru-ai,48278,630,1246,81,0,TypeScript,0.8382899628252788,0.4161737114259636
awesome-react-components,brillout,48252,3712,343,0,209,,0.7377049180327869,0.3767250588029439
RxJava,ReactiveX,48204,4974,3591,267,2,Java,0.9969558599695586,0.5964943198048542
slidev,slidevjs,48185,1947,901,430,4,TypeScript,0.8659420289855072,0.5097634805938817
pixijs,pixijs,48056,4961,3887,309,1,TypeScript,0.9527225301597652,0.5983956669564261
CLI-Anything,HKUDS,47990,168,199,3,2,Python,0.6434108527131783,0.3669400895845677
awesome-remote-job,lukasz-madon,47953,4251,628,0,6,,0.78125,0.41660492044798036
moment,moment,47917,5654,761,1,0,JavaScript,0.9759903961584634,0.5679177447691659
Projects,karan,47886,4798,19,0,738,,0.3979591836734694,0.33267774042249776
cal.diy,calcom,47879,1980,13099,611,15,TypeScript,0.8807241746538871,0.5682855261742916
qlib,microsoft,47874,2200,756,23,31,Python,0.7180205415499533,0.4382616629504277
ai-engineering-from-scratch,rohitg00,47827,157,187,2,0,Python,0.7027027027027027,0.3729707610352069
bevy,bevyengine,47806,2408,8651,58,0,Rust,0.6720249797617671,0.31570653488557227
free-claude-code,Alishahryar1,47773,206,341,0,0,Python,0.6815114709851552,0.3722127264924956
gogs,gogs,47759,4575,1960,98,0,Go,0.8197350739105395,0.38623663451544554
discourse,discourse,47709,4971,37276,1,0,Ruby,,0.43145389083495056
big-list-of-naughty-strings,minimaxir,47708,4032,89,0,857,Python,0.3168316831683168,0.394023038263624
textgen,oobabooga,47563,1341,1273,113,5,Python,0.8089566460219152,0.43878951016621265
prisma,prisma,47557,2621,7068,255,0,TypeScript,0.7950594693504117,0.511106995465265
GitHubDaily,GitHubDaily,47533,2793,3,0,234,,0.2022703818369453,0.2735151024100133
acme.sh,acmesh-official,47521,3893,1629,48,1,Shell,0.989476524554776,0.3758793985738921
JeecgBoot,jeecgboot,47448,2827,133,65,3,Java,0.9976470588235294,0.49374795878100664
nvm-windows,coreybutler,47444,4355,107,23,127,Go,0.9391124871001032,0.3691003868281809
frontend-dev-bookmarks,dypsilon,47413,4810,129,1,824,,0.7008547008547008,0.36596644665969924
multica,multica-ai,47364,221,3261,144,0,Go,0.6556291390728477,0.24851197121615465
quill,slab,47309,5136,382,95,394,TypeScript,0.8497920997920998,0.5279060181011391
nanobot,HKUDS,47308,203,1544,19,0,Python,0.8654770075497598,0.3977852139880843
obsidian-skills,kepano,47121,232,16,0,76,,0.425531914893617,0.22336624703578076
CL4R1T4S,elder-plinius,47117,536,0,0,8,,0.1012658227848101,0.19760740733931226
react,typescript-cheatsheets,47098,3004,387,0,85,TypeScript,1.0,0.4851409762772264
shannon,KeygraphHQ,47060,330,128,19,2,TypeScript,0.8920863309352518,0.40091479705102284
okhttp,lysine-dev,47049,5144,4180,0,0,Kotlin,0.9786344635392475,0.41108260777641836
legado,gedoor,47029,2650,0,0,88,Kotlin,,0.24828079918476842
exo,exo-explore,46991,789,770,16,60,Python,0.7939914163090128,0.40156232934470076
v2ray-core,v2ray,46935,4006,203,247,41,Go,0.9988461538461538,0.40422951399953
serverless,serverless,46917,4142,5142,494,3,JavaScript,0.8328308712692192,0.5916259874190969
Umi-OCR,hiroi-sora,46756,1609,58,31,276,Python,0.5947187141216992,0.39181706235959657
30-Days-Of-JavaScript,Asabeneh,46724,2435,100,0,260,JavaScript,0.3444444444444444,0.38582825428405326
Summer2027-Internships,SimplifyJobs,46710,2282,1675,0,0,Python,0.9873351612482048,0.4705159660058288
CowAgent,zhayujie,46642,1477,412,81,0,Python,0.9908842297174112,0.45596272791802583
airflow,apache,46587,4149,39791,126,0,Python,0.926933049664251,0.63068130346357
monaco-editor,microsoft,46577,3729,668,189,4,JavaScript,0.8077689243027888,0.5199658281784049
bruno,usebruno,46496,1425,2680,172,2,JavaScript,0.7030537830446673,0.44226940822963995
awesome-cheatsheets,LeCoupa,46388,3209,175,0,133,JavaScript,0.5980392156862745,0.44432166161439535
copyparty,9001,46334,2646,211,346,5,Python,0.7798804780876494,0.5069952432927232
awesome-compose,docker,46155,2383,153,0,7,HTML,0.3071895424836601,0.24583048597552354
learn-regex,ziishaned,46082,3319,132,0,362,,0.4137931034482758,0.3100864033178358
iina,iina,46062,3534,1023,51,0,Swift,0.5966237227898712,0.3216971474701905
react-bits,DavidHDev,46029,747,214,0,8,JavaScript,0.9943502824858758,0.42142324904132195
Rocket.Chat,RocketChat,46020,4114,16938,1000,1,TypeScript,0.8541374474053296,0.6976060285131656
pandoc,jgm,45982,5999,1803,158,0,Haskell,0.8851456659872917,0.44445563317714676
new-api,QuantumNous,45980,1016,1284,512,2,Go,0.7832292595896521,0.3363610525202742
cli,cli,45951,2516,3155,201,1,Go,0.840869702221522,0.3453174789323407
siyuan,siyuan-note,45942,2184,955,946,0,TypeScript,0.996826476255242,0.6087779030203968
TTS,coqui-ai,45932,2286,467,98,737,Python,0.998389694041868,0.4385836307966667
helix,helix-editor,45918,2274,4875,30,4,Rust,0.8164844407064761,0.31377338546465267
RSSHub,DIYgod,45850,3065,13187,0,0,TypeScript,0.9508733624454148,0.517753051637873
TrafficMonitor,zhongyang219,45841,3311,79,27,4,C++,0.3579710144927536,0.2830898431703426
architecture-samples,android,45799,3852,233,0,1,Kotlin,0.704225352112676,0.3332169616994262
milvus,milvus-io,45750,2533,26992,170,0,Go,0.9437481259370316,0.40993695491113447
system-design,karanpratapsingh,45732,1468,14,0,46,,0.84,0.321700201679658
zx,google,45694,1936,617,100,9,JavaScript,0.9596928982725528,0.4690883246657549
GitNexus,abhigyanpatwari,45692,385,1254,0,1,TypeScript,0.7629566694987255,0.3885145787479435
streamlit,streamlit,45598,2556,8393,0,0,Python,0.8379629629629629,0.47875864821813047
AdminLTE,ColorlibHQ,45550,4624,1583,0,3,Astro,1.0,0.3914122504948194
Leaflet,Leaflet,45509,5814,3327,0,6,JavaScript,0.9254148797314936,0.5729030773602373
jest,jestjs,45471,4639,5975,0,1,TypeScript,0.9830900243309002,0.5507595900955327
marketingskills,coreyhaines31,45350,219,198,0,0,JavaScript,0.7374301675977654,0.3783064485657652
agentic-awesome-skills,sickn33,45303,220,794,0,0,Python,0.9878048780487804,0.40686848506976847
CppCoreGuidelines,isocpp,45263,4021,830,0,17,CSS,0.8084074373484236,0.35000088812447544
grpc,grpc,45249,4275,20869,0,0,C++,0.9449205424744156,0.421791778831276
3x-ui,MHSanaei,45153,1290,1056,0,0,Go,0.9747250175520712,0.28803571522756366
edex-ui,GitSquared,45054,3494,399,0,1768,JavaScript,0.9892665474060824,0.39580877758698013
pyenv,pyenv,45042,5105,1113,0,6,Shell,0.9727463312368972,0.40150726612288923
full-stack-fastapi-template,fastapi,45037,2738,731,0,1,TypeScript,1.0,0.48316147915889307
data-engineering-zoomcamp,DataTalksClub,44831,1767,462,0,3,Jupyter Notebook,1.0,0.3033958920708607
react-hook-form,react-hook-form,44825,2727,2320,0,0,TypeScript,0.9998001199280432,0.4867100648893883
meteor,meteor,44810,5330,2930,0,1,JavaScript,0.9767441860465116,0.5633520027247984
mitmproxy,mitmproxy,44784,6032,2847,0,1,Python,0.8995124593716143,0.575755867206265
reactjs-interview-questions,sudheerj,44748,3006,170,0,3,JavaScript,0.9734513274336284,0.4868140012016598
Files,files-community,44722,2787,5787,0,0,C#,0.9607256076083128,0.4926465340541062
vnpy,vnpy,44712,4192,1077,67,13,Python,0.992684042066758,0.5359381941110526
hyper,vercel,44703,3705,3293,88,1,TypeScript,0.7534640522875817,0.5047458219480903
sentry,getsentry,44606,5836,91216,176,0,Python,0.8969173716537258,0.8095023605490322
logseq,logseq,44574,2283,3405,153,0,Clojure,0.8951661999269451,0.33770041672858053
paperless-ngx,paperless-ngx,44529,1652,3560,156,0,Python,0.9992461364493028,0.4809456909784562
bubbletea,charmbracelet,44503,2416,709,80,4,Go,0.7612612612612613,0.30947656800534973
cobra,spf13,44499,4736,631,27,43,Go,0.797609561752988,0.3721629211643501
EasySpider,NaiboWang,44406,2227,47,11,4,JavaScript,0.6488250652741514,0.42971770238286033
payload,payloadcms,44357,2055,7714,574,0,TypeScript,0.9122659373027562,0.5562993628658861
jsoncrack.com,AykutSarac,44325,1666,91,23,4,TypeScript,0.8934707903780069,0.4413455554267921
fd,sharkdp,44180,3392,775,44,11,Rust,0.8687690742624619,0.34458460097274113
jan,janhq,44115,1102,3818,104,2,TypeScript,0.90273396424816,0.4467802893679643
desktop,zen-browser,44053,878,1228,186,0,JavaScript,0.9406369164176028,0.4503602923846749
kong,Kong,44026,4296,6532,147,7,Lua,0.983311660164716,0.4135703137307698
react-use,streamich,44021,2857,1534,257,73,TypeScript,0.4022801302931596,0.45812626442697735
parcel,parcel-bundler,44020,3303,2600,52,1,JavaScript,0.917133056508395,0.5033790364238964
front-end-interview-handbook,yangshun,43992,3143,356,0,10,JavaScript,0.8932038834951457,0.482242789844393
babel,babel,43988,4347,6741,468,0,TypeScript,0.9346132748217224,0.6089060064340889
retrofit,lysine-dev,43933,5829,1389,4,0,Java,0.9542342342342344,0.5727556473985603
